,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
5138,uri,http://www.wikidata.org/entity/Q95884283,en,literal,Rodrick Samuels,literal,COVID-19,literal,COVID-19
5139,uri,http://www.wikidata.org/entity/Q95884292,en,literal,Rita Paas,literal,COVID-19,literal,COVID-19
5140,uri,http://www.wikidata.org/entity/Q95884301,en,literal,Israel Sauz,literal,COVID-19,literal,COVID-19
5141,uri,http://www.wikidata.org/entity/Q95884313,en,literal,Paul R. McQuade,literal,COVID-19,literal,COVID-19
5142,uri,http://www.wikidata.org/entity/Q95884322,en,literal,Robert L. Crahen,literal,COVID-19,literal,COVID-19
5143,uri,http://www.wikidata.org/entity/Q95884332,en,literal,Daniel James Parr,literal,COVID-19,literal,COVID-19
5144,uri,http://www.wikidata.org/entity/Q95884351,en,literal,Robert Grant Conner,literal,COVID-19,literal,COVID-19
5145,uri,http://www.wikidata.org/entity/Q95884362,en,literal,Merrick Dowson,literal,"COVID-19, swine influenza",literal,COVID-19
5146,uri,http://www.wikidata.org/entity/Q95884373,en,literal,Verla L. Courey,literal,"COVID-19, rheumatoid arthritis",literal,COVID-19
5147,uri,http://www.wikidata.org/entity/Q95884382,en,literal,Thomas Allen Catron,literal,COVID-19,literal,COVID-19
5148,uri,http://www.wikidata.org/entity/Q95884380,en,literal,Patricia Gibbons,literal,COVID-19,literal,COVID-19
5149,uri,http://www.wikidata.org/entity/Q95884387,en,literal,Wanda Bailey,literal,"COVID-19, lung disease, heart disease, arterial hypertension",literal,COVID-19
5150,uri,http://www.wikidata.org/entity/Q95884384,en,literal,Isaias Mendoza,literal,COVID-19,literal,COVID-19
5151,uri,http://www.wikidata.org/entity/Q95884385,en,literal,Charles Donald Neal,literal,COVID-19,literal,COVID-19
5152,uri,http://www.wikidata.org/entity/Q95884392,en,literal,John Herman Clomax,literal,COVID-19,literal,COVID-19
5153,uri,http://www.wikidata.org/entity/Q95884402,en,literal,Bruce P. Biesenbach Sr.,literal,COVID-19,literal,COVID-19
5154,uri,http://www.wikidata.org/entity/Q95884400,en,literal,Emmanuel Demetri,literal,COVID-19,literal,COVID-19
5155,uri,http://www.wikidata.org/entity/Q95884407,en,literal,Bill Mantell,literal,COVID-19,literal,COVID-19
5156,uri,http://www.wikidata.org/entity/Q95884404,en,literal,Artemis Nazarian,literal,COVID-19,literal,COVID-19
5157,uri,http://www.wikidata.org/entity/Q95884418,en,literal,Harold L. Hayes,literal,COVID-19,literal,COVID-19
5158,uri,http://www.wikidata.org/entity/Q95884416,en,literal,Merle C. Dry,literal,COVID-19,literal,COVID-19
5159,uri,http://www.wikidata.org/entity/Q95884422,en,literal,Rachel Walters,literal,COVID-19,literal,COVID-19
5160,uri,http://www.wikidata.org/entity/Q95884423,en,literal,Carol Carey,literal,COVID-19,literal,COVID-19
5161,uri,http://www.wikidata.org/entity/Q95884420,en,literal,Rosemarie Theresa Torrance,literal,"COVID-19, memory loss",literal,COVID-19
5162,uri,http://www.wikidata.org/entity/Q95884426,en,literal,Vincent G. Frainee,literal,COVID-19,literal,COVID-19
5163,uri,http://www.wikidata.org/entity/Q95884434,en,literal,Gerald Cassidy,literal,COVID-19,literal,COVID-19
5164,uri,http://www.wikidata.org/entity/Q95884435,en,literal,Lula Fitzpatrick,literal,"COVID-19, dementia, diabetes",literal,COVID-19
5165,uri,http://www.wikidata.org/entity/Q95884432,en,literal,Lucille Marie Resto,literal,COVID-19,literal,COVID-19
5166,uri,http://www.wikidata.org/entity/Q95884433,en,literal,Mercedes Santiago,literal,COVID-19,literal,COVID-19
5167,uri,http://www.wikidata.org/entity/Q95884799,en,literal,Jimmy Walters,literal,COVID-19,literal,COVID-19
5168,uri,http://www.wikidata.org/entity/Q95884796,en,literal,John Joseph Reed Jr.,literal,COVID-19,literal,COVID-19
5169,uri,http://www.wikidata.org/entity/Q95884797,en,literal,Edgar Orlando De La Roca,literal,COVID-19,literal,COVID-19
5170,uri,http://www.wikidata.org/entity/Q95884807,en,literal,Mari Jo Davitto,literal,COVID-19,literal,COVID-19
5171,uri,http://www.wikidata.org/entity/Q95884805,en,literal,James O'Brien Johnson,literal,COVID-19,literal,COVID-19
5172,uri,http://www.wikidata.org/entity/Q95884810,en,literal,Sean Boynes,literal,"COVID-19, asthma",literal,COVID-19
5173,uri,http://www.wikidata.org/entity/Q95884811,en,literal,Theodore Gaffney,literal,COVID-19,literal,COVID-19
5174,uri,http://www.wikidata.org/entity/Q95884808,en,literal,Nancy Reid,literal,COVID-19,literal,COVID-19
5175,uri,http://www.wikidata.org/entity/Q95884809,en,literal,Elaine Menchel Marcus,literal,COVID-19,literal,COVID-19
5176,uri,http://www.wikidata.org/entity/Q95884824,en,literal,Sharyn Lynn Vogel,literal,COVID-19,literal,COVID-19
5177,uri,http://www.wikidata.org/entity/Q95884835,en,literal,Sidney Siegel,literal,COVID-19,literal,COVID-19
5178,uri,http://www.wikidata.org/entity/Q95884848,en,literal,Larry Sylvester Hutchinson Jr.,literal,COVID-19,literal,COVID-19
5179,uri,http://www.wikidata.org/entity/Q95884861,en,literal,Deane K. Felter,literal,COVID-19,literal,COVID-19
5180,uri,http://www.wikidata.org/entity/Q95884880,en,literal,Joan M. Hackney,literal,COVID-19,literal,COVID-19
5181,uri,http://www.wikidata.org/entity/Q95884888,en,literal,Landon Spradlin,literal,COVID-19,literal,COVID-19
5182,uri,http://www.wikidata.org/entity/Q95884897,en,literal,Rocco Patrick Ursino,literal,COVID-19,literal,COVID-19
5183,uri,http://www.wikidata.org/entity/Q95884910,en,literal,Nola Kathleen LaBudde,literal,"COVID-19, dementia",literal,COVID-19
5184,uri,http://www.wikidata.org/entity/Q93394215,en,literal,August Pauger,literal,COVID-19,literal,COVID-19
5185,uri,http://www.wikidata.org/entity/Q93395406,en,literal,Roman Stadelmann,literal,COVID-19,literal,COVID-19
5186,uri,http://www.wikidata.org/entity/Q93431362,en,literal,Johnny Copeland,literal,"COVID-19, arterial hypertension, pneumonia, obesity",literal,COVID-19
5187,uri,http://www.wikidata.org/entity/Q93443209,en,literal,Raquela Mesa-Acosta,literal,COVID-19,literal,COVID-19
5188,uri,http://www.wikidata.org/entity/Q93449034,en,literal,Barry Webber,literal,COVID-19,literal,COVID-19
5189,uri,http://www.wikidata.org/entity/Q93453945,en,literal,Conrad Razidlo,literal,COVID-19,literal,COVID-19
5190,uri,http://www.wikidata.org/entity/Q93473479,en,literal,Carlos Ernesto Escobar Mejía,literal,"COVID-19, arterial hypertension, diabetes",literal,COVID-19
5191,uri,http://www.wikidata.org/entity/Q93488824,en,literal,Gerald Glisson,literal,COVID-19,literal,COVID-19
5192,uri,http://www.wikidata.org/entity/Q93494556,en,literal,Mohamed Hamud Omar,literal,COVID-19,literal,COVID-19
5193,uri,http://www.wikidata.org/entity/Q93498853,en,literal,Gerald Slater,literal,"COVID-19, bone cancer",literal,COVID-19
5194,uri,http://www.wikidata.org/entity/Q93512574,en,literal,Maureen Ciolek,literal,COVID-19,literal,COVID-19
5195,uri,http://www.wikidata.org/entity/Q93512807,en,literal,Aharon Walkin,literal,COVID-19,literal,COVID-19
5196,uri,http://www.wikidata.org/entity/Q93514005,en,literal,Jorge Ortiz-Garay,literal,COVID-19,literal,COVID-19
5197,uri,http://www.wikidata.org/entity/Q93521975,en,literal,Anthony Szczygielski,literal,COVID-19,literal,COVID-19
5198,uri,http://www.wikidata.org/entity/Q93525826,en,literal,Helen Molina,literal,"COVID-19, Alzheimer's disease",literal,COVID-19
5199,uri,http://www.wikidata.org/entity/Q93530184,en,literal,Eli Klausner,literal,"COVID-19, kidney cancer, type 2 diabetes",literal,COVID-19
5200,uri,http://www.wikidata.org/entity/Q93584226,en,literal,Jimmy Glenn,literal,COVID-19,literal,COVID-19
5201,uri,http://www.wikidata.org/entity/Q93587125,en,literal,Maria Lopez,literal,COVID-19,literal,COVID-19
5202,uri,http://www.wikidata.org/entity/Q93593932,en,literal,Wendy Bishop,literal,COVID-19,literal,COVID-19
5203,uri,http://www.wikidata.org/entity/Q93598095,en,literal,William Dean Brame,literal,COVID-19,literal,COVID-19
5204,uri,http://www.wikidata.org/entity/Q93607966,en,literal,Raymond Scholwinski,literal,COVID-19,literal,COVID-19
5205,uri,http://www.wikidata.org/entity/Q93615558,en,literal,Nancy Bisschop,literal,COVID-19,literal,COVID-19
5206,uri,http://www.wikidata.org/entity/Q93630916,en,literal,Kim Blanchar,literal,"COVID-19, multiple sclerosis",literal,COVID-19
5207,uri,http://www.wikidata.org/entity/Q93633102,en,literal,Willie Levi,literal,COVID-19,literal,COVID-19
5208,uri,http://www.wikidata.org/entity/Q93636186,en,literal,Raymond Mitchell,literal,COVID-19,literal,COVID-19
5209,uri,http://www.wikidata.org/entity/Q93641586,en,literal,Eric Frazier,literal,"COVID-19, diabetes",literal,COVID-19
5210,uri,http://www.wikidata.org/entity/Q93643731,en,literal,Antonia Leon,literal,"COVID-19, dementia",literal,COVID-19
5211,uri,http://www.wikidata.org/entity/Q93683887,en,literal,Tam Mai,literal,"COVID-19, heart disease",literal,COVID-19
5212,uri,http://www.wikidata.org/entity/Q93768263,en,literal,Sushil Kumar,literal,COVID-19,literal,COVID-19
5213,uri,http://www.wikidata.org/entity/Q93774007,en,literal,Daniel Walters,literal,COVID-19,literal,COVID-19
5214,uri,http://www.wikidata.org/entity/Q93776347,en,literal,Raymond Geraci,literal,COVID-19,literal,COVID-19
5215,uri,http://www.wikidata.org/entity/Q93860270,en,literal,Sue Gargett,literal,COVID-19,literal,COVID-19
5216,uri,http://www.wikidata.org/entity/Q93875993,en,literal,Sandy Pratt,literal,COVID-19,literal,COVID-19
5217,uri,http://www.wikidata.org/entity/Q93876058,en,literal,Johannes Beck,literal,COVID-19,literal,COVID-19
5218,uri,http://www.wikidata.org/entity/Q93881569,en,literal,Abdelfattah Abdrabbo,literal,COVID-19,literal,COVID-19
5219,uri,http://www.wikidata.org/entity/Q93898822,en,literal,Unique Clay,literal,COVID-19,literal,COVID-19
5220,uri,http://www.wikidata.org/entity/Q93903544,en,literal,Guadalupe Ramos,literal,"COVID-19, bronchopulmonary dysplasia, liver cirrhosis, hepatitis, arterial hypertension, diabetes",literal,COVID-19
5221,uri,http://www.wikidata.org/entity/Q93943136,en,literal,Michael Clegg,literal,COVID-19,literal,COVID-19
5222,uri,http://www.wikidata.org/entity/Q93943796,en,literal,Joan Neudecker,literal,COVID-19,literal,COVID-19
5223,uri,http://www.wikidata.org/entity/Q93957499,en,literal,Rose Liberto,literal,COVID-19,literal,COVID-19
5224,uri,http://www.wikidata.org/entity/Q93962279,en,literal,Celso Mendoza,literal,COVID-19,literal,COVID-19
5225,uri,http://www.wikidata.org/entity/Q94016601,en,literal,James Andres,literal,COVID-19,literal,COVID-19
5226,uri,http://www.wikidata.org/entity/Q94018988,en,literal,Tiffany Mofield,literal,COVID-19,literal,COVID-19
5227,uri,http://www.wikidata.org/entity/Q94019590,en,literal,Tom Omaña Luna Jr.,literal,COVID-19,literal,COVID-19
5228,uri,http://www.wikidata.org/entity/Q94073090,en,literal,Charles Roberts,literal,COVID-19,literal,COVID-19
5229,uri,http://www.wikidata.org/entity/Q94087538,en,literal,Belly Mujinga,literal,"COVID-19, respiratory disease",literal,COVID-19
5230,uri,http://www.wikidata.org/entity/Q94096258,en,literal,Dorothy Pearl Davis,literal,COVID-19,literal,COVID-19
5231,uri,http://www.wikidata.org/entity/Q94128948,en,literal,Motoko Fujishiro Huthwaite,literal,COVID-19,literal,COVID-19
5232,uri,http://www.wikidata.org/entity/Q65896,en,literal,Gunther von Hagens,literal,Parkinson's disease,literal,
5233,uri,http://www.wikidata.org/entity/Q65932,en,literal,Anthony Hopkins,literal,Asperger syndrome,literal,
5234,uri,http://www.wikidata.org/entity/Q66607,en,literal,Georg Wissowa,literal,stroke,literal,
5235,uri,http://www.wikidata.org/entity/Q67368,en,literal,Georg Lassen,literal,amputation,literal,
5236,uri,http://www.wikidata.org/entity/Q68987,en,literal,Heinrich Landesmann,literal,"deafness, blindness",literal,
5237,uri,http://www.wikidata.org/entity/Q69430,en,literal,Peter Scholl-Latour,literal,typhus,literal,
5238,uri,http://www.wikidata.org/entity/Q70789,en,literal,"Margaret of Bavaria, Marchioness of Mantua",literal,kyphosis,literal,
5239,uri,http://www.wikidata.org/entity/Q70894,en,literal,Nick Saban,literal,COVID-19,literal,
5240,uri,http://www.wikidata.org/entity/Q70948,en,literal,Hansjörg Felmy,literal,osteoporosis,literal,
5241,uri,http://www.wikidata.org/entity/Q71031,en,literal,Robert Bunsen,literal,one-eyed,literal,
5242,uri,http://www.wikidata.org/entity/Q71249,en,literal,Constantin von Höfler,literal,stroke,literal,
5243,uri,http://www.wikidata.org/entity/Q71763,en,literal,Alexander Graf Lambsdorff,literal,COVID-19,literal,
5244,uri,http://www.wikidata.org/entity/Q72361,en,literal,Katharina Rutschky,literal,alcohol dependence,literal,
5245,uri,http://www.wikidata.org/entity/Q72524,en,literal,Herbert Quandt,literal,blindness,literal,
5246,uri,http://www.wikidata.org/entity/Q72543,en,literal,Charles Koechlin,literal,tuberculosis,literal,
5247,uri,http://www.wikidata.org/entity/Q72720,en,literal,Meshell Ndegeocello,literal,epilepsy,literal,
5248,uri,http://www.wikidata.org/entity/Q72845,en,literal,Manuela Schwesig,literal,breast cancer,literal,
5249,uri,http://www.wikidata.org/entity/Q73731,en,literal,Manuel Pereira,literal,blindness,literal,
5250,uri,http://www.wikidata.org/entity/Q74317,en,literal,"James Hamilton, 3rd Earl of Arran",literal,bipolar disorder,literal,
5251,uri,http://www.wikidata.org/entity/Q74512,en,literal,Helma Orosz,literal,breast cancer,literal,
5252,uri,http://www.wikidata.org/entity/Q76084,en,literal,Tony Marshall,literal,"polyneuropathy, type-1 diabetes",literal,
5253,uri,http://www.wikidata.org/entity/Q76651,en,literal,Christoph Daum,literal,skin cancer,literal,
5254,uri,http://www.wikidata.org/entity/Q76907,en,literal,"Henry IV, Count of Luxembourg",literal,blindness,literal,
5255,uri,http://www.wikidata.org/entity/Q76956,en,literal,Rudolph I of Germany,literal,Habsburger Unterlippe,literal,
5256,uri,http://www.wikidata.org/entity/Q77278,en,literal,Burkhard Heim,literal,blindness,literal,
5257,uri,http://www.wikidata.org/entity/Q77371,en,literal,Friedrich de la Motte Fouqué,literal,stroke,literal,
5258,uri,http://www.wikidata.org/entity/Q77421,en,literal,Clemens Pickel,literal,COVID-19,literal,
5259,uri,http://www.wikidata.org/entity/Q77742,en,literal,Gottlieb Konrad Pfeffel,literal,blindness,literal,
5260,uri,http://www.wikidata.org/entity/Q77946,en,literal,Sabriye Tenberken,literal,blindness,literal,
5261,uri,http://www.wikidata.org/entity/Q78115,en,literal,Jenny Elvers,literal,alcoholism,literal,
5262,uri,http://www.wikidata.org/entity/Q78515,en,literal,Karl von Habsburg,literal,COVID-19,literal,
5263,uri,http://www.wikidata.org/entity/Q78545,en,literal,Helmut Marko,literal,one-eyed,literal,
5264,uri,http://www.wikidata.org/entity/Q78848,en,literal,Josef Labor,literal,blindness,literal,
5265,uri,http://www.wikidata.org/entity/Q79031,en,literal,Mike Tyson,literal,bipolar disorder,literal,
5266,uri,http://www.wikidata.org/entity/Q80462,en,literal,Mark David Chapman,literal,personality disorder,literal,
5267,uri,http://www.wikidata.org/entity/Q81064,en,literal,Öndör Gongor,literal,gigantism,literal,
5268,uri,http://www.wikidata.org/entity/Q81116,en,literal,Tristão da Cunha,literal,blindness,literal,
5269,uri,http://www.wikidata.org/entity/Q82686,en,literal,Béla II of Hungary,literal,blindness,literal,
5270,uri,http://www.wikidata.org/entity/Q82805,en,literal,Sergio Pérez,literal,COVID-19,literal,
5271,uri,http://www.wikidata.org/entity/Q82816,en,literal,Daniel Ricciardo,literal,COVID-19,literal,
5272,uri,http://www.wikidata.org/entity/Q83174,en,literal,Eugenio Montale,literal,mental depression,literal,
5273,uri,http://www.wikidata.org/entity/Q83287,en,literal,Selena Gomez,literal,"mental depression, anxiety, bipolar disorder, systemic lupus erythematosus",literal,
5274,uri,http://www.wikidata.org/entity/Q83493,en,literal,Susan Boyle,literal,"Asperger syndrome, epilepsy",literal,
5275,uri,http://www.wikidata.org/entity/Q83816,en,literal,A.J. Styles,literal,COVID-19,literal,
5276,uri,http://www.wikidata.org/entity/Q84201,en,literal,"Archduke Charles, Duke of Teschen",literal,epilepsy,literal,
5277,uri,http://www.wikidata.org/entity/Q84723,en,literal,Erwin Ding-Schuler,literal,typhus,literal,
5278,uri,http://www.wikidata.org/entity/Q86294,en,literal,Jens Spahn,literal,COVID-19,literal,
5279,uri,http://www.wikidata.org/entity/Q86772,en,literal,Guido Schmidt,literal,diabetes,literal,
5280,uri,http://www.wikidata.org/entity/Q87596,en,literal,Albert Christoph Dies,literal,lead poisoning,literal,
5281,uri,http://www.wikidata.org/entity/Q87610,en,literal,Michiko,literal,"breast cancer, cataract",literal,
5282,uri,http://www.wikidata.org/entity/Q87829,en,literal,Helene Jarmer,literal,deafness,literal,
5283,uri,http://www.wikidata.org/entity/Q88134,en,literal,Gerald Ganglbauer,literal,Parkinson's disease,literal,
5284,uri,http://www.wikidata.org/entity/Q90021,en,literal,Joseph Späth,literal,cataract,literal,
5285,uri,http://www.wikidata.org/entity/Q91059,en,literal,Richard Plant,literal,major depressive disorder,literal,
5286,uri,http://www.wikidata.org/entity/Q91847,en,literal,Jochen Hasenmayer,literal,paraplegia,literal,
5287,uri,http://www.wikidata.org/entity/Q92081,en,literal,Heinrich August Luyken,literal,blindness,literal,
5288,uri,http://www.wikidata.org/entity/Q92653,en,literal,Bruce Perens,literal,cerebral palsy,literal,
5289,uri,http://www.wikidata.org/entity/Q92743,en,literal,Vint Cerf,literal,COVID-19,literal,
5290,uri,http://www.wikidata.org/entity/Q92792,en,literal,Blake Ross,literal,aphantasia,literal,
5291,uri,http://www.wikidata.org/entity/Q92892,en,literal,Chris McKinstry,literal,bipolar disorder,literal,
5292,uri,http://www.wikidata.org/entity/Q93161,en,literal,Edwin Catmull,literal,aphantasia,literal,
5293,uri,http://www.wikidata.org/entity/Q95202,en,literal,Ruth Moschner,literal,atopic dermatitis,literal,
5294,uri,http://www.wikidata.org/entity/Q95459,en,literal,Sascha Lobo,literal,attention deficit hyperactivity disorder,literal,
5295,uri,http://www.wikidata.org/entity/Q96551,en,literal,Johannes B. Kerner,literal,COVID-19,literal,
5296,uri,http://www.wikidata.org/entity/Q97353,en,literal,Frank Elstner,literal,Parkinson's disease,literal,
5297,uri,http://www.wikidata.org/entity/Q98330,en,literal,Florian Homm,literal,multiple sclerosis,literal,
5298,uri,http://www.wikidata.org/entity/Q99660,en,literal,Dietmar Woidke,literal,COVID-19,literal,
